,A,AAPL,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALL,AMAT,AMD,AME,AMGN,AMT,AMZN,ANSS,AON,AOS,APA,APD,APH,ARE,ATO,AVB,AVY,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBWI,BBY,BDX,BEN,BG,BIIB,BIO,BK,BKNG,BKR,BLK,BMY,BRO,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CDNS,CHD,CHRW,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMI,CMS,CNC,CNP,COF,COO,COP,COR,COST,CPB,CPRT,CPT,CRL,CRM,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DD,DE,DGX,DHI,DHR,DIS,DLR,DLTR,DOV,DPZ,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMN,EMR,EOG,EQIX,EQR,EQT,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXPD,EXR,F,FAST,FCX,FDS,FDX,FE,FFIV,FI,FICO,FIS,FITB,FMC,FRT,GD,GE,GEN,GILD,GIS,GL,GLW,GOOG,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOLX,HON,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,IBM,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JBL,JCI,JKHY,JNJ,JNPR,JPM,K,KEY,KIM,KLAC,KMB,KMX,KO,KR,L,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNT,LOW,LRCX,LUV,LVS,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOH,MOS,MPWR,MRK,MRO,MS,MSFT,MSI,MTB,MTCH,MTD,MU,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,O,ODFL,OKE,OMC,ON,ORCL,ORLY,OXY,PAYX,PCAR,PCG,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PLD,PNC,PNR,PNW,POOL,PPG,PPL,PRU,PSA,PTC,PWR,PXD,QCOM,RCL,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,RVTY,SBAC,SBUX,SCHW,SHW,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SWK,SWKS,SYK,SYY,T,TAP,TDY,TECH,TER,TFC,TFX,TGT,TJX,TMO,TPR,TRMB,TROW,TRV,TSCO,TSN,TT,TTWO,TXN,TXT,TYL,UDR,UHS,UNH,UNP,UPS,URI,USB,VFC,VLO,VMC,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WM,WMB,WMT,WRB,WST,WTW,WY,WYNN,XEL,XOM,XRAY,YUM,ZBH,ZBRA
2024,38920.0,2898000.0,193830.0,31210.0,232200.0,284980.0,95480.0,28240.0,101990.0,54070.0,17870.0,40380.0,11050.0,44150.0,48390.0,8850.0,51190.0,18790.0,13040.0,21100.0,41040.0,142350.0,281510.0,38540.0,172310.0,88320.0,1769000.0,29330.0,58900.0,11460.0,9030.0,48450.0,61610.0,20640.0,16860.0,24140.0,15770.0,19290.0,148890.0,48480.0,126070.0,260470.00000000003,18430.0,19540.0,9660.0,15980.0,67910.0,13860.0,12930.0,35040.0,9270.0,41770.0,126470.0,28940.0,116300.0,97620.0,22080.0,94430.0,7860.0,9830.0,103710.0,13650.0,25200.0,163610.0,101690.0,25400.0,45790.0,20670.0,80700.0,24680.0,8630.0,93970.0,17530.0,69230.0,19160.0,6640.0,178210.0,73730.0,34170.0,16500.0,39560.0,17370.0,51440.0,18450.0,130570.0,47040.0,315560.0,13030.0,48000.0,10200.0,11160.0,278890.0,201180.0,33380.0,72580.0,62400.0,18190.0,38900.0,93220.0,281960.0,37390.0,26320.0,108080.0,13790.0,48180.0,181710.0,177280.0,44630.0,29880.0,22380.0,14580.0,19640.0,21430.0,73410.0,10110.0,26070.0,36290.0,21450.0,55750.0,30950.0,30160.0,16560.0,25140.0,53770.0,115200.0,9680.0,53380.0,63940.0,78520.0,22190.0,14050.0,18750.0,15300.0,107570.0,21060.0,11410.0,52190.0,33460.0,18110.0,30510.0,46390.0,39720.0,55460.0,18180.0,59550.0,20780.0,10850.0,86510.0,31210.0,36560.0,22680.0,7530.0,8200.0,72450.0,149870.0,13500.0,95580.0,36070.0,11310.0,27310.0,1793000.0,19640.0,35430.0,22930.0,124900.0,46930.0,30900.0,6810.0,17950.0,353450.0,44670.0,26870.0,16910.0,127240.0,28320.0,16290.0,9730.0,13740.0,40160.0,18820.0,44120.0,167480.0,47510.0,16500.0,20460.0,22580.0,13010.0,180830.0,179320.0,11400.0,12600.0,19980.0,135270.0,37010.0,76480.0,7040.0,17300.0,21330.0,16590.0,36350.0,11880.0,375050.0,11830.0,501980.0,18530.0,13310.0,13270.0,83150.0,40880.0,11210.0,259570.0,33080.0,16250.0,42440.0,18640.0,39730.0,194260.0,12390.0,670400.0,101900.0,12140.0,125380.0,111610.0,17730.0,38500.0,14960.0,71720.0,15260.0,207420.0,46930.0,67580.0,72650.0,102510.0,115950.0,48090.0,15200.0,6840.0,17660.0,8380.0,31430.0,94580.0,51240.0,57340.0,71450.0,20460.0,9780.0,30960.0,319740.0,13060.0,140970.0,3014000.0,53980.0,22090.0,9770.0,25730.0,96010.0,32290.0,14420.0,114830.0,38440.0,244550.0,10740.0,151020.0,66350.0,12110.0,56070.0,17960.0,16149.999999999998,44810.0,1712000.0,22890.0,43800.0,45220.0,39770.0,17570.0,33410.0,319940.0,62450.0,50000.0,43130.0,54500.0,42810.0,10010.0,29000.0,236030.0,150020.0,18480.0,372270.0,106620.0,65370.00000000001,22490.0,14570.0,120220.0,58040.0,11960.0,7680.0,14180.0,32759.999999999996,18880.0,37080.0,48340.0,21180.0,29370.0,52830.0,160730.0,31080.0,11360.0,102010.0,16590.0,8440.0,23460.0,9520.0,27960.0,30510.0,21060.0,58310.0,48050.0,54510.0,132630.0,12820.0,23470.0,104740.0,113670.0,77930.0,13710.0,69280.0,15380.0,85270.0,73260.0,51320.0,144040.0,44080.0,21720.0,19650.0,21910.0,17910.0,45160.0,13530.0,16140.0,130280.0,40240.0,126760.0,13220.0,20300.0,10550.0,14710.0,48340.0,11470.0,65700.0,110150.0,213130.0,9250.0,12840.0,24180.0,48620.0,24970.0,20420.0,61840.0,27890.0,144480.0,16710.0,18000.0,12580.0,11100.0,465200.0,150350.0,118480.0,43370.0,62470.0,6420.0,47800.0,30510.0,20250.0,110510.0,18020.0,13890.0,173960.0,23980.0,19200.0,19110.0,18950.0,24610.0,47880.0,175260.0,5950.0,75800.0,41880.0,454070.0,20870.0,29410.0,25860.0,23620.0,11010.0,32290.0,403250.0,7060.0,35410.0,26190.0,12430.0
2023,40730.0,2994000.0,191080.0,27710.0,220010.0,271630.0,98530.0,38520.0,95820.0,52080.0,19020.0,42710.0,12890.0,48210.0,47560.0,8860.0,48550.0,17850.0,16950.0,20980.0,36630.0,134690.0,238140.0,38050.0,154140.0,100630.0,1570000.0,31520.0,58260.0,12260.0,11000.0,60840.0,59310.0,22020.0,17210.0,26580.0,16280.000000000002,19350.0,136520.0,44710.0,157690.0,266450.0,18130.0,19610.0,9750.0,16860.0,70800.0,14760.0,14660.0,37490.0,9390.0,40030.0,123760.0,34630.0,120760.0,104400.0,20230.0,84690.0,8420.0,11010.0,98440.0,13690.0,24840.0,150520.0,92200.0,28370.0,49950.0,24210.0,74100.0,23290.0,10070.0,87620.0,16230.0,65630.0,17680.0,7350.0,176490.0,75810.0,33950.0,16940.0,39640.0,18030.0,49930.0,18740.0,137820.0,41250.0,292890.0,12880.0,47050.0,10600.0,12120.0,254710.0,205280.0,35680.0,68510.0,61070.0,19190.0,37870.0,101610.0,281570.0,39320.0,33080.0,112060.0,15500.0,50600.0,170940.0,165250.0,41620.0,30940.0,21510.0,14370.0,19760.0,22740.0,74780.0,9560.0,29020.0,36790.0,22630.0,56550.0,31400.0,30470.0,15340.0,27420.0,52330.0,110790.0,10640.0,55620.0,70530.0,75610.0,23220.0,15900.0,21560.0,16470.0,96150.0,21390.0,11990.0,46240.0,35730.0,18490.0,35030.0,48790.0,37020.0,61040.0,18120.0,63210.0,21030.0,10680.0,79720.0,28760.0,35590.0,23480.0,7860.0,8470.0,70860.0,138910.0,14620.0,100940.0,36990.0,11450.0,25970.0,1756000.0,19410.0,33060.0,24590.0,125800.0,41130.0,32350.0,7080.0,18410.0,344900.0,44280.0,24170.0,17140.0,138250.0,29810.0,17550.0,9830.0,13920.0,38120.0,17630.0,56360.0,149340.0,46090.0,16410.0,20660.0,22110.0,14070.0,211850.0,174960.0,12500.0,12500.0,20430.0,118770.0,35540.0,78810.0,8020.0,16390.0,20600.0,16379.999999999998,39210.0,11900.0,377310.0,9400.0,491760.0,19150.0,13480.0,13200.0,79010.0,41060.0,12120.0,254770.0,32880.0,15530.0,41870.0,19290.0,39920.0,199140.0,12780.0,553360.0,112440.0,13090.0,127990.0,103220.0,17210.0,37070.0,16110.0,66230.0,15030.0,215070.0,48790.0,61600.0,71470.0,98560.0,109530.0,48940.0,15260.0,6590.0,18340.0,11100.0,30830.0,93420.0,60370.0,59930.0,71340.0,21060.0,11670.0,30220.0,276250.0,14130.0,153050.0,2794000.0,51960.0,22740.0,9920.0,26300.0,94200.0,33540.0,15060.0,124620.0,47700.0,213090.0,10970.0,165230.0,70590.0,11670.0,53450.0,18160.0,17460.0,42780.0,1223000.0,22250.0,41560.0,44220.0,40900.0,17120.0,35970.0,289810.0,56200.0,52400.0,42850.0,51070.0,45850.0,10830.0,30470.0,233500.0,162560.0,18750.0,345370.0,93220.0,59180.0,22250.0,14600.0,123160.0,61680.0,12010.0,8140.000000000001,15420.0,35260.0,19970.0,37430.0,53770.0,20860.0,31350.0,52460.0,160970.0,33170.0,12430.0,95680.0,18020.0,9310.0,23250.0,9320.0,25300.0,35570.0,21130.0,58230.0,46590.0,51880.0,120980.0,13480.0,27360.0,109130.0,125390.0,79830.0,13410.0,74330.0,15240.0,78250.0,76470.0,53510.0,139550.0,47020.0,21720.0,19110.0,23900.0,17850.0,44400.0,15030.0,17980.0,113770.0,36880.0,119970.0,13210.0,21050.0,12200.0,16590.0,49230.0,11710.0,65740.0,106910.0,205080.0,8430.0,13230.0,24060.0,43500.0,23240.0,19090.0,55500.0,27370.0,154810.0,15760.0,17610.0,13600.0,10400.0,486940.0,149720.0,133940.0,38860.0,67380.0,7310.0,44250.0,30160.0,21020.0,104840.0,20050.0,12990.0,158490.0,22730.0,19460.0,22510.0,16980.0,26550.0,49900.0,178740.0,6670.0,72130.0,42370.0,424430.0,18230.0,26050.0,24900.0,25380.0,10290.0,34160.0,399590.0,7540.0,36620.0,25430.0,14030.0
2022,44300.0,2065999.9999999998,191420.0,23220.0,168170.0,156450.0,83530.0,51000.0,99080.0,40320.0,22980.0,48790.0,19210.0,44730.0,46980.0,6600.0,39750.0,13250.0,25400.0,16470.0,35960.0,82200.0,104430.0,32080.0,140130.0,98640.0,856940.0,21040.0,62080.0,8740.0,15000.0,68430.0,45310.0,23900.0,15800.0,22590.0,14650.0,11800.0,110400.0,46270.0,113520.0,265700.0,16050.0,25690.0,9620.0,17740.0,72280.0,13190.0,14940.0,39870.0,12440.0,36790.0,78170.0,29780.0,106430.0,152970.0,16129.999999999998,66270.0,9420.0,10590.0,87600.0,18540.0,20150.0,124660.0,91560.0,24310.0,58730.0,10470.0,44060.0,19650.0,10770.0,101300.0,16090.0,65800.0,17310.0,8750.0,150850.0,60490.0,34160.0,18380.0,46430.0,18870.0,35480.0,16320.0,147030.0,33480.0,202610.0,16990.0,29000.0,11910.0,11080.0,132580.0,195700.0,31420.0,65129.99999999999,45880.0,19370.0,29390.0,122440.0,347060.0,51090.0,34090.0,127870.0,17810.0,30710.0,193210.0,158430.0,29460.0,31280.0,19000.0,12260.0,16920.0,22770.0,79300.0,6720.0,40200.0,33730.0,22500.0,41450.0,33820.0,23790.0,12970.0,24290.0,88520.0,123110.0,9770.0,55930.0,76070.0,60610.0,23120.0,12410.0,29200.0,14200.0,62410.0,23730.0,14440.0,46120.0,42950.0,16530.0,20680.0,46750.0,27100.0,54310.0,15280.0,43710.0,23970.0,8660.0,64180.00000000001,14940.0,40260.0,22410.0,15720.0,8270.0,68110.0,91550.0,13950.0,107670.0,49430.0,11720.0,27010.0,1145000.0,24490.0,26850.0,17680.0,116280.0,28100.0,35730.0,8420.0,20340.0,321920.0,43720.0,24120.0,18390.0,144070.0,26390.0,24880.0,10820.0,11640.0,47490.0,12600.0,64840.0,126280.0,33780.0,17220.0,26730.0,31800.0,17860.0,109070.0,109340.0,12310.0,12940.0,14490.0,93770.0,26560.0,67670.0,8180.0,15200.0,18050.0,9150.0,43940.0,12800.0,461840.0,10370.0,393340.0,24310.0,16250.0,13090.0,53430.0,45810.0,9620.0,275080.0,31910.0,13840.0,25770.0,20860.0,39640.0,160660.0,14260.0,347610.0,127490.0,13850.0,120480.0,57320.0,19990.0,36730.0,18630.0,47120.0,10520.0,193010.0,38630.0,53180.0,51040.0,91010.0,103380.0,56780.0,12870.0,6490.0,22220.0,10490.0,20980.0,82070.0,66280.0,53010.0,81920.0,19280.0,14930.0,16590.0,281300.0,17190.0,143690.0,1787000.0,43080.0,25030.0,11580.0,32220.0,54530.0,30140.0,13580.0,166120.0,37460.0,131220.0,11130.0,183070.0,83970.0,7330.0,57040.0,12940.0,18440.0,33810.0,364180.0,14740.0,39780.0,31350.0,29360.0,16630.0,26970.0,220390.0,52810.0,57250.0,41650.0,34410.0,34510.0,13470.0,30570.0,248890.0,287620.0,20530.0,359150.0,75880.0,37360.0,10370.0,11830.0,104050.0,63700.0,7390.0,8600.0,11800.0,29550.0,21510.0,36600.0,49340.0,14180.0,20360.0,54260.0,123240.0,12610.0,10740.0,78570.0,20140.0,8010.0,22970.0,6970.0,30480.0,29550.0,17990.0,45820.0,39970.0,40760.0,148350.0,,30260.0,113860.0,155420.0,61500.0,16890.0,75800.0,12140.0,48660.0,77740.0,43960.0,109120.0,48570.0,18430.0,17150.0,28460.0,10860.0,42750.0,11110.0,14590.0,92520.0,38740.0,131200.0,11210.0,18740.0,13000.0,13600.0,57090.0,11700.0,68600.0,91970.0,215970.0,9170.0,12460.0,24370.0,43930.0,24850.0,22270.0,38710.0,17470.0,149940.0,14780.0,13420.0,21130.0,10060.0,495370.0,127300.0,150350.0,24630.0,66730.0,10720.0,48900.0,23270.0,21770.0,74120.0,18000.0,13490.0,165470.0,18150.0,20350.0,32210.0,10020.0,29570.0,30970.0,157330.0,7700.0,64390.0,40080.0,382370.0,19260.0,17420.0,26470.0,22810.0,9340.0,38360.0,454240.0,6840.0,36070.0,26750.0,13230.0
2021,48210.0,2901000.0,248860.0,17160.0,261990.0,269350.0,92330.0,37820.0,103660.0,61850.0,22920.0,44160.0,16200.0,38620.0,47210.0,8880.0,35360.0,19010.0,27340.0,51820.0,33010.0,139530.0,173770.0,34010.0,126710.0,133200.0,1691000.0,34990.0,66220.0,13660.0,9760.0,67440.0,52300.0,35230.0,13900.0,35290.0,17930.0,10740.0,124490.0,43250.0,118560.0,359380.0,30880.0,42970.0,17980.0,24440.0,71680.0,16820.0,13110.0,35240.0,22430.0,46700.0,98520.0,20930.0,138870.0,138390.0,19850.0,60530.0,10800.0,18030.0,119820.0,16379.999999999998,14500.0,111830.0,83260.0,36310.0,90210.0,22850.0,51640.0,25620.0,13990.0,76100.0,18350.0,71920.0,21420.0,11360.0,229950.0,82100.0,31200.0,18840.0,48080.0,17550.0,60050.0,20690.0,95200.0,27770.0,251730.0,13110.0,35960.0,18260.0,19010.0,250310.0,267260.0,31210.0,83390.0,45970.0,15450.0,46600.0,136170.0,226210.0,63620.0,41850.0,105670.0,21220.0,38620.0,235100.0,281530.0,50190.0,31610.0,26140.0,20510.0,19240.0,23150.0,80700.0,11590.0,29820.0,37300.0,41620.0,67220.0,30180.0,35720.0,10780.0,25920.0,133250.0,112070.0,16250.0,55380.0,51970.0,76160.0,33930.0,8240.0,31270.0,22920.0,68880.0,22640.0,15730.0,80880.0,56500.0,22740.0,30350.0,83000.0,36860.0,61270.0,18360.0,68530.0,23710.0,14850.0,68520.0,11490.0,66460.0,29730.0,13920.0,10600.0,57870.0,103740.0,15120.0,91050.0,40640.0,9460.0,30900.0,1917000.0,19960.0,39220.0,26180.0,127610.0,26690.0,20470.0,14040.0,22160.0,433360.0,22920.0,23490.0,19280.0,143540.0,40780.0,26480.0,10750.0,12410.0,39850.0,11330.0,59620.0,119860.0,55830.0,17960.0,38340.0,59460.0,16210.0,209600.0,182130.0,18190.0,14740.0,15150.0,128350.0,27490.0,77460.0,10610.0,18020.0,21480.0,10090.0,57260.0,12360.0,450350.0,11490.0,466190.0,21970.0,21480.0,15190.0,64879.99999999999,48130.0,21050.0,255750.0,33270.0,14650.0,33940.0,30060.0,41840.0,177560.0,17490.0,264220.0,96310.0,15380.0,174150.0,100870.0,25350.0,28750.0,26410.0,53810.0,17130.0,200310.0,48300.0,37230.0,72600.0,92500.0,139090.0,52560.0,21040.0,12330.0,25820.0,15630.0,27480.0,87600.0,101570.0,50810.0,86400.0,18570.0,14550.0,22730.0,193580.0,12780.0,173930.0,2522000.0,45880.0,19760.0,37430.0,39010.0,104320.0,35110.0,14850.0,183180.0,49450.0,267460.0,10840.0,263550.0,60490.0,10540.0,71490.0,20440.0,24850.0,31040.0,735270.0,20370.0,40500.0,41210.0,26200.0,15570.0,29260.0,232880.0,47580.0,27070.0,49240.0,30650.0,27310.0,19450.0,33740.0,240180.0,331430.0,19170.0,392110.0,59980.0,40880.0,14470.0,12930.0,124470.0,84210.0,12080.0,7960.0,22680.0,40930.0,22560.0,40910.0,65680.0,14280.0,16329.999999999998,44400.0,205720.0,19590.0,12900.0,67910.0,20530.0,12410.0,20830.0,8750.0,38080.0,40530.0,16830.0,51880.0,40370.0,44210.0,128810.0,,42310.0,137220.0,158990.0,92330.0,14710.0,42030.0,11530.0,56540.0,72680.0,52500.0,113730.0,42240.0,24340.0,12310.0,34030.0,24790.0,47040.0,30750.0,25650.0,100880.0,40260.0,175660.0,10080.0,20380.0,20320.0,26650.0,77740.0,15380.0,110880.0,90560.0,262920.0,11170.0,21880.0,45060.0,37730.0,27150.0,31640.0,47990.0,20490.0,174140.0,17010.0,22040.0,18540.0,10420.0,472940.0,161950.0,186290.0,24060.0,83350.0,28750.0,30700.0,27540.0,28190.0,55880.0,20400.0,16360.0,218110.0,17200.0,22740.0,45020.0,20320.0,30610.0,37330.0,186440.0,13840.0,69810.0,31630.0,401350.0,14560.0,34740.0,29590.0,30770.0,9830.0,36820.0,259380.0,12190.0,40700.0,26530.0,31800.0
2020,36350.0,2255000.0,194050.0,14640.0,173060.0,239910.0,54580.0,28040.0,75550.0,67140.0,19290.0,41330.0,15630.0,31230.0,32610.0,8000.0,23790.0,17090.0,15700.0,42140.0,33420.0,78900.0,110420.0,27820.0,133850.0,99700.0,1634000.0,31240.0,48290.0,8850.0,5350.0,60390.0,39120.0,24040.0,12020.0,22390.0,12930.0,7810.0,97350.0,26970.0,120840.0,262200.0,30520.0,40980.0,10340.0,25840.0,72770.0,12640.0,9160.0,37670.0,17340.0,37600.0,91210.0,21580.0,110040.0,140170.0,13460.0,50910.0,9440.0,14710.0,128370.0,17710.0,15710.0,98880.0,69470.0,21030.0,68650.0,23910.0,38050.0,21670.0,12760.0,75200.0,14050.0,73290.0,25450.0,7760.0,239740.0,65349.99999999999,33610.0,17460.0,34800.0,11780.0,45210.0,17840.0,42700.0,20800.0,166890.0,14640.0,30040.0,9730.0,12420.0,204220.0,189090.0,36430.0,69400.0,37100.0,6490.0,43810.0,89390.0,162560.0,61340.0,52180.0,84300.0,16059.999999999998,25130.0,157800.0,328020.0,39080.0,25410.0,18190.0,15100.0,15500.0,23500.0,67380.0,13140.0,6040.0,41620.0,34630.0,61750.0,24200.0,23450.0,9350.0,23770.0,96250.0,78790.0,13580.0,48170.0,29090.0,63630.0,22060.0,3500.0,29650.0,15480.0,47880.0,19990.0,12590.0,56850.0,41180.0,16090.0,14970.0,34970.0,28030.0,37800.0,12630.0,68810.0,16600.0,10830.0,76120.0,14870.0,87770.0,19650.0,14910.0,6430.0,42700.0,94600.0,12290.0,73030.0,35950.0,9930.0,27500.0,1185000.0,14490.0,64480.00000000001,22880.0,90730.0,21910.0,16700.0,12810.0,12910.0,285960.0,16210.0,17550.0,18710.0,149240.0,31710.0,25160.0,9540.0,10310.0,31700.0,8500.0,54290.0,112160.0,42630.0,15080.0,11630.0,54020.0,19040.0,204160.0,104090.0,19540.0,9170.0,8490.0,96170.0,14300.0,64530.0,8000.0,14160.0,14440.0,6390.0,33720.0,12360.0,414300.0,7420.0,387330.0,21380.0,16020.0,6490.0,39990.0,45860.0,15350.0,235670.0,24180.0,12370.0,23270.0,19820.0,39710.0,138300.0,10720.0,161500.0,99310.0,12870.0,117600.0,68010.0,27510.0,45520.0,14480.0,42780.0,14370.0,159880.0,37130.0,27920.0,54500.0,83620.0,157670.0,42250.0,15560.0,10030.0,25500.0,21660.0,17680.0,59340.0,100820.0,48820.0,76190.0,12610.0,8720.0,16510.0,206950.0,5260.0,123980.0,1681000.0,28820.0,16329.999999999998,40210.0,27110.0,83960.0,21770.0,11670.0,151140.0,48110.0,238890.0,8790.0,223020.0,50800.0,9170.0,60340.0,14790.0,19380.0,16050.0,323240.0,15170.0,21820.0,22900.0,17050.0,13400.0,13450.0,190440.0,32780.0,16110.0,33600.0,29890.0,24720.0,16270.0,29490.0,204940.0,204600.0,13620.0,345010.0,57870.0,35080.0,11560.0,13070.0,73670.0,63130.0,8810.0,9000.0,14950.0,34060.0,21680.0,30910.0,40370.0,13950.0,10000.0,18720.0,172290.0,16750.0,7730.0,51550.0,15480.0,7120.0,13100.0,7580.0,30800.0,29130.0,19200.0,45200.0,43770.0,30690.0,108600.0,,31320.0,125560.0,99660.0,66740.0,13180.0,30380.0,9270.0,39670.0,64879.99999999999,27980.0,79090.0,36750.0,16170.000000000002,7750.0,25670.0,15970.0,42450.0,28600.0,25390.0,92080.0,37820.0,204940.0,9830.0,14450.0,12260.0,19900.0,64610.0,19160.0,88400.0,81990.0,184600.0,8620.0,16700.0,34270.0,35550.0,16370.000000000002,23500.0,34850.0,23910.0,150660.0,11060.0,17600.0,11310.0,11680.0,332730.0,140310.0,145560.0,16720.0,70180.0,33310.0,23060.0,19650.0,24690.0,61450.0,18360.0,22610.0,243110.0,13930.0,15350.0,34450.0,16850.0,29020.0,26960.0,124770.0,11280.0,49830.0,24330.0,407840.0,11830.0,20940.0,27150.0,25020.0,12170.0,35820.0,174280.0,11440.0,32740.000000000004,31930.0,20490.0
2019,26460.0,1287000.0,153090.0,17390.0,133910.0,159080.0,43760.0,25810.0,73620.0,40360.0,18900.0,46700.0,13210.0,38440.0,44650.0,7850.0,17910.0,13990.0,7740.0,21880.0,35870.0,55870.0,53650.0,22840.0,142560.0,101780.0,920220.0,22060.0,48340.0,7730.0,9620.0,51850.0,32240.000000000004,19510.0,13670.0,29490.0,10900.0,4350.0,100830.0,28100.0,183370.0,311200.0,20990.0,42320.0,5000.0,22720.0,73750.0,12920.0,8160.0,51690.0,11070.0,45330.0,85060.0,26330.0,78010.0,143010.0,11110.0,63070.0,8950.0,21330.0,168890.0,16660.0,14760.0,81230.0,70350.0,20510.0,59130.0,34760.0,19410.0,17260.0,10540.0,76170.0,17120.0,58830.0,19190.0,10190.0,204740.0,71750.0,26960.0,17840.0,26090.0,13690.0,46980.0,15760.0,70540.0,,129840.0,14900.0,21130.0,10310.0,7470.0,144260.0,203450.0,21930.0,55930.0,27910.0,6920.0,33980.0,96720.0,226820.0,69400.0,47410.0,54540.0,14200.0,19320.0,106740.0,257579.99999999997,25010.0,22250.0,16630.0,11430.0,13240.0,24960.0,66850.0,9440.0,9920.0,31280.0,28740.0,55650.0,30090.0,16980.0,11290.0,27290.0,74220.0,76390.0,10770.0,46640.0,48740.0,49790.0,30070.0,2780.0,28060.0,19880.0,39140.0,23850.0,14750.0,48780.0,44350.0,13230.0,13680.0,37960.0,21210.0,19030.0,10170.0,39480.0,26270.0,8490.0,78610.0,10930.0,85400.0,21790.0,12880.0,9720.0,51070.0,97520.0,15900.0,82260.0,32390.0,11330.0,22180.0,921130.0,15440.0,54800.0,18600.0,79860.0,18170.0,21480.0,14450.0,15380.0,238210.0,20370.0,21850.0,13770.0,125860.0,29860.0,24120.0,9560.0,13230.0,30690.0,8050.000000000001,48410.0,118900.0,22310.0,13080.0,13770.0,48760.0,18870.0,256750.0,68180.0,18050.0,8930.0,9150.0,68570.0,13730.0,57440.0,8150.0,11940.0,12400.0,6290.0,31100.0,11170.0,384000.0,8270.0,429910.0,23620.0,19770.0,8940.0,27940.0,46970.0,14320.0,236890.0,23200.0,15270.0,17200.0,16440.0,43740.0,113760.0,10950.0,125840.0,109410.0,13400.0,91790.0,41650.0,28010.0,52740.0,15060.0,49500.0,13220.0,147470.0,25080.0,24470.0,44550.0,79040.0,152060.0,46650.0,16730.0,9760.0,22570.0,14380.0,17440.0,56100.0,101470.0,34100.0,92730.0,8410.0,8189.999999999999,7760.0,230920.0,10800.0,81480.0,1200000.0,27470.0,22160.0,21090.0,19130.0,59740.0,17680.0,9390.0,118410.0,35100.0,141980.0,10630.0,157940.0,57730.0,9890.0,50060.0,14200.0,22270.0,16980.0,144000.0,13830.0,24560.0,15120.0,31260.0,17580.0,10020.0,169940.0,33140.0,36840.0,30480.0,27390.0,5750.0,17410.0,29760.0,190100.0,216820.0,15210.0,308430.0,42310.0,26410.0,10480.0,10600.0,56310.0,69110.0,7710.0,10110.0,8510.0,31460.0,27520.0,37380.0,37140.0,8640.0,5790.0,25050.0,100840.0,27870.0,10540.0,41400.0,16420.0,7260.0,12420.0,8630.0,22400.0,23540.0,10850.0,36870.0,41780.0,28570.0,129440.0,,26930.0,103260.0,61140.0,53770.0,11870.0,55650.0,9250.0,20950.0,67070.0,47730.0,66620.0,44230.0,12920.0,7300.0,28260.0,15630.0,36340.0,25440.0,20610.0,78620.0,43520.0,283500.0,11680.0,12660.0,8400.0,11340.0,75590.0,17440.0,64959.99999999999,73460.0,129530.0,7440.0,10380.0,28650.0,34990.0,11040.0,33230.0,31670.0,13870.0,119570.0,10180.0,11790.0,13750.0,12430.0,278690.0,125120.0,100320.0,12400.0,90960.0,39310.0,38330.0,19060.0,22480.0,56700.0,21520.0,10370.0,253930.0,14910.0,14620.0,52230.0,18870.0,29090.0,33550.0,222430.0,9290.0,48350.0,28740.0,337160.0,12670.0,11130.0,25980.0,22500.0,14900.0,33300.0,295440.0,12520.0,30210.0,30830.0,13790.0
